N/A,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,NSE:ACC,NSE:ADANIPORTS,NSE:AMBUJACEM,NSE:ASIANPAINT,NSE:AXISBANK,NSE:BAJAJ-AUTO,NSE:BANKBARODA,NSE:BHARTIARTL,NSE:BHEL,NSE:BOSCHLTD,NSE:BPCL,NSE:CAIRN,NSE:CIPLA,NSE:COALINDIA,NSE:DRREDDY,NSE:GAIL,NSE:GRASIM,NSE:HCLTECH,NSE:HDFC,NSE:HDFCBANK,NSE:HEROMOTOCO,NSE:HINDALCO,NSE:HINDUNILVR,NSE:ICICIBANK,NSE:IDEA,NSE:INDUSINDBK,NSE:INFY,NSE:ITC,NSE:KOTAKBANK,NSE:LT,NSE:LUPIN,NSE:M&M,NSE:MARUTI,NSE:NTPC,NSE:ONGC,NSE:PNB,NSE:POWERGRID,NSE:RELIANCE,NSE:SBIN,NSE:SUNPHARMA,NSE:TATAMOTORS,NSE:TATAPOWER,NSE:TATASTEEL,NSE:TCS,NSE:TECHM,NSE:ULTRACEMCO,NSE:VEDL,NSE:WIPRO,NSE:YESBANK,NSE:ZEEL,Z74.SI,S58.SI,U14.SI,D05.SI,O39.SI,U11.SI,F34.SI,BN4.SI,H78.SI,G13.SI,C07.SI,C31.SI,C6L.SI,Y92.SI,MC0.SI,C09.SI,S63.SI,S51.SI,U96.SI,E5H.SI,C61U.SI,S68.SI,C38U.SI,A17U.SI,T39.SI,CC3.SI,BS6.SI,S59.SI,C52.SI,EB5.SI,S08.SI,T82U.SI,K71U.SI,N03.SI,JOBS,ATV,ACTS,GRO,AMCN,ACH,ATAI,BIDU,CYOU,CPC,STV,DL,CEA,JRJC,LFC,CMM,CHL,CEO,SNP,ZNH,CNTF,CHA,CHU,CISG,CTRP,EJ,GSH,HNP,JASO,NTES,EDU,PTR,SOL,SHI,NCTY,TCM,TSL,VISN,XIN,YZC,YGE
E5H.SI,0.0000515,0.000017,-0.0000328,-0.0000338,0.000076,0.00000393,0.000121141,-0.00000766,0.0000773,0.0000487,0.0000459,0.000116539,0.0000929,0.0000567,0.000114899,0.00013403,0.0000531,0.000103559,0.0000391,0.000045,0.000179212,0.000138472,0.0000844,0.0000409,0.0000712,0.000160351,0.000145373,0.0000801,0.0000762,-0.0000244,0.0000611,0.0000568,0.0000966,-0.000909123,-0.000515539,-0.0000395,-0.000145745,-0.000104593,-0.0000182,-0.0000308,-0.0000931,0.000071,0.0000523,-0.00014906,-0.0000341,-0.000108815,-0.0000322,-0.0000319,0.000101734,0.00000104,-0.0000905,-0.000116052,-0.000110146,0.0000459,-0.0000985,-0.0000453,-0.000108464,-0.000132612,-0.0000171,0.000097,0.000147331,-0.0000971,-0.000104665,-0.0000208,-0.0000191,-0.000137887,-0.000189725,-0.00000427,-0.000186921,-0.0000149,-0.000161001,-0.0000792,-0.000138957,-0.0000883,-0.0000802,0.000105671,-0.0000546,-0.0000661,-0.000334772,-0.00010326,0.000239908,0.0000612,0.000277163,0.000217881,0.000278117,0.00026242,0.000374802,0.000367299,0.000332565,0.000310804,0.000288878,0.000380647,0.000107838,0.000154096,0.000422062,0.000239866,0.000315219,0.000451692,0.000433947,0.001383068,0.000297087,0.000234214,0.000263493,0.000210356,0.000205974,0.000081,0.000265373,0.000142746,0.000192786,0.000790554,0.0000709,0.000187344,0.000224581,0.000106483,0.0000818,-0.000245398,0.0000903,0.00041041,-0.0000164,0.000139574,0.000205682,0.00000017,-0.00000859,-0.001476555,0.000477378,0.000212656,-0.0000868,0.0000665,-0.0000358,0.000150335,0.0000629,0.000131622,0.00014689,0.0000411,0.000356073,0.000214941,0.0000749,0.000194139,0.0000804,-0.00018493,-0.000114738,0.000162905,0.0000252,-0.0000896,-0.0000957,0.0000793,0.0000286,-0.0000958,-0.000265949,0.000208163,0.000286402,-0.0000749,-0.0000492,-0.0000992,0.000251758
C61U.SI,0.0000164,-0.0000426,-0.0000548,-0.000027,0.0000441,-0.0000291,0.0000201,-0.00000433,0.00000968,0.0000491,0.00000442,0.0000656,0.0000203,-0.000015,0.0000143,-0.00000187,-0.00000319,0.0000203,0.0000523,-0.0000255,-0.0000127,0.0000158,-0.0000148,-0.00000258,0.0000204,0.0000519,0.00000196,0.0000155,-0.00000286,-0.0000232,0.0000381,0.0000355,-0.00000223,-0.00018146,-0.0000953,-0.0000385,-0.0000656,0.00000663,0.000164216,-0.000028,0.0000866,0.000146102,0.0000392,0.0000141,-0.0000338,0.0000529,0.0000335,-0.000118263,0.0000489,0.0000135,-0.000108904,0.0000448,0.000065,0.000246112,-0.0000613,-0.00000679,-0.000159383,-0.0000922,0.0000776,0.000117224,0.000103192,0.000000674,-0.0000369,0.0000155,0.000105541,-0.000180436,-0.0000581,-0.0000167,-0.000258825,-0.0000868,0.0000909,-0.000000822,0.0000284,-0.0000633,-0.0000757,0.0000234,-0.000028,-0.000136723,0.0000384,-0.000112132,0.000245013,0.0000413,0.000274599,0.000225475,0.000251854,0.000225845,0.000221776,0.000268992,0.000247836,0.000194685,0.000355485,0.000343624,0.000172685,0.000191065,0.000323623,0.000260435,0.000232145,0.000328794,0.000323483,0.000297087,0.000580485,0.000230461,0.000347182,0.000321498,0.000186737,0.000159853,0.000225045,0.000208943,0.000176655,0.000280489,0.000199979,0.00036192,0.000240496,0.000135104,-0.0000221,-0.0000314,-0.0000458,-0.00000477,0.00000826,0.0000536,0.000124577,-0.0000273,-0.000244426,0.000162518,0.00008,-0.00028468,-0.000095,-0.000313398,-0.0000153,0.000218506,0.0000757,0.0000455,0.0000804,-0.0000685,0.000223101,0.000116667,0.0000597,-0.000211138,0.0000294,0.0000061,0.000000303,-0.0000752,-0.000031,-0.0000672,0.0000303,0.0000756,0.0000526,-0.0000215,-0.000183439,0.0000147,-0.0000137,-0.000199119,-0.000141054,0.0000925,0.0000282
S68.SI,-0.00000454,-0.0000518,-0.0000712,-0.0000201,0.0000147,-0.0000406,-0.0000228,-0.0000312,-0.0000178,0.000000178,0.0000165,0.00000409,-0.0000446,-0.0000464,-0.0000185,-0.0000114,-0.0000176,0.0000103,-0.00000236,0.00000289,-0.0000787,-0.0000427,0.0000447,0.00000197,-0.0000154,0.00000174,-0.0000257,-0.0000144,-0.0000161,-0.0000103,-0.000057,0.0000459,0.0000442,-0.000414944,-0.0000627,-0.0000551,-0.0000672,-0.0000384,-0.0000183,-0.0000397,-0.0000685,0.0000591,0.00000272,-0.00000167,0.0000523,-0.0000238,-0.00000208,0.0000464,-0.000000242,0.00000404,-0.000133733,0.000072,-0.0000089,0.000197453,-0.0000866,-0.0000109,-0.0000432,-0.0000694,-0.0000159,-0.00003,0.0000437,0.0000574,0.00000568,-0.0000236,0.000013,-0.000160556,-0.0000943,-0.0000216,0.0000036,-0.000108774,0.000018,-0.0000765,0.0000139,0.0000501,-0.0000842,-0.0000755,0.0000111,0.0000177,0.0000215,-0.0000898,0.000276786,0.00000843,0.0002826,0.000367536,0.000350523,0.00033228,0.000232925,0.000448032,0.000242589,0.000285078,0.00036658,0.000355088,0.000197615,0.0000968,0.000293375,0.000323684,0.000244518,0.000440715,0.000372281,0.000234214,0.000230461,0.000487466,0.000210185,0.000251206,0.000166621,0.000137072,0.000291869,0.00015116,0.000163089,0.000237437,0.000128848,0.000221946,0.000169189,0.000162517,0.0000656,0.0000838,-0.0000292,0.0000216,0.0000185,0.0000582,-0.0000899,-0.00000457,-0.000111075,-0.000243981,0.000192325,-0.000109461,-0.0001,-0.000123519,-0.0000342,0.000140775,0.0000223,-0.00000189,-0.0000259,-0.0000826,0.000185575,0.0000856,0.0000822,-0.000161272,0.0000622,-0.0000628,-0.0000487,-0.000045,0.000105497,0.0000132,0.0000228,-0.0000255,0.000180103,0.00000376,-0.000129638,-0.000091,0.0000269,0.00040136,-0.000182305,0.00000954,0.000245111
C38U.SI,0.00000208,-0.0000941,-0.0000676,-0.0000386,0.000019,0.00000497,-0.0000334,0.0000193,0.0000452,-0.0000159,0.0000282,0.0000611,-0.00000576,0.0000312,-0.0000266,0.0000284,0.00000633,-0.0000152,0.0000835,-0.00000476,0.00000516,0.00000912,0.000042,0.000032,-0.00000951,0.0000285,-0.0000129,0.0000266,-0.0000338,-0.00000618,0.0000169,-0.0000898,0.00000572,-0.000252688,-0.000124524,-0.0000269,-0.000145512,0.0000536,0.000123398,-0.0000661,-0.0000484,0.0000623,-0.0000286,-0.0000348,-0.0000163,0.0000109,0.0000435,0.00000947,0.000116636,0.0000289,-0.000074,-0.0000348,0.0000426,0.000128785,-0.0000176,-0.0000169,-0.000073,-0.00000192,0.0000616,0.0000642,0.00011156,0.0000893,0.00000151,0.0000298,-0.0000305,-0.000154755,-0.000110985,-0.0000537,-0.000257987,-0.00000306,0.0000377,-0.0000321,-0.0000527,-0.0000464,-0.0000778,0.0000407,-0.0000544,-0.0000971,-0.00000265,-0.0000995,0.000216186,0.0000723,0.000221916,0.000196297,0.000226962,0.000209981,0.000148366,0.000198987,0.000232402,0.000151331,0.00028116,0.000302751,0.000174543,0.000173217,0.000298562,0.000212911,0.000227338,0.000256257,0.000250855,0.000263493,0.000347182,0.000210185,0.000490091,0.000351633,0.000117576,0.000162511,0.000205365,0.000138963,0.00017407,0.000266645,0.0000988,0.000294989,0.000209336,0.000139892,0.00000177,0.0000337,-0.0000214,0.0000416,0.0000828,0.0000787,0.0000967,-0.0000336,-0.000194703,-0.0000171,0.000221007,0.0000992,0.0000892,-0.00014885,-0.00000784,-0.0000287,0.0000797,0.00002,0.0000989,0.000081,0.000375187,0.0000469,0.0000105,-0.000209024,0.0000285,0.0000893,0.0000331,-0.0000764,0.000181687,0.0000297,0.000138224,0.000037,-0.0000053,0.000074,-0.000277246,-0.0000976,0.00000433,0.000112788,-0.0000853,0.0000292,0.0000895
A17U.SI,0.0000116,-0.0000944,-0.0000338,-0.0000714,0.00007,0.00000748,0.0000705,0.00000273,0.0000831,0.0000197,0.0000347,0.0000896,0.0000409,0.0000366,-0.0000421,0.0000223,0.0000403,0.0000704,0.0000549,0.0000056,0.0000555,0.000032,0.0000806,0.000031,-7.11E-08,0.000013,-0.00000687,0.0000269,0.0000317,0.0000142,-0.0000241,-0.0000798,-0.0000204,-0.00028859,-0.0000221,-0.0000596,-0.0000671,0.0000243,-0.0000641,-0.000190398,-0.000153457,0.0000613,0.00000424,-0.000105072,-0.0000582,-0.0000576,0.0000946,-0.0000781,-0.0000226,0.0000088,-0.00011642,0.00000242,0.000101605,0.000104265,-0.0000397,-0.0000441,-0.000114655,-0.000094,0.0000543,-0.00000644,0.0000804,0.000083,0.00000782,-0.0000125,-0.0000989,-0.000314864,-0.000196455,-0.000114945,-0.00000201,-0.000149604,0.0000397,-0.0000856,0.000031,-0.0000182,-0.0000157,-0.0000388,0.0000084,-0.0000548,0.0000284,-0.0000927,0.000214875,0.000018,0.000259769,0.000219347,0.00025621,0.000229055,0.00016907,0.000268571,0.000228442,0.000203184,0.000294184,0.000317989,0.000135793,0.000228168,0.000262304,0.000205552,0.000188039,0.000280068,0.000284226,0.000210356,0.000321498,0.000251206,0.000351633,0.000661936,0.000111556,0.000181328,0.000216855,0.0000694,0.0000878,0.00020038,0.000134555,0.000323293,0.00021655,0.000116789,0.0000912,-0.000136281,0.0000106,0.0000674,0.000135135,0.0000528,0.0000486,0.0000697,-0.000053,0.000581938,0.000168309,0.0000289,0.0000154,-0.000225783,0.0000647,-0.0000217,0.000143651,0.000137522,0.000140379,0.0000809,0.000224366,0.000156389,0.000112103,-0.000163418,0.000105361,-0.0000823,0.000122438,0.0000109,0.000258538,0.0000326,0.000148482,0.000112013,0.000169744,0.0000265,-0.000233703,-0.0000256,0.000132069,0.000202309,-0.000143751,0.000237221,0.000360421
T39.SI,-0.0000136,-0.0000524,-0.000088,-0.0000717,-0.00000852,-0.00000329,0.000000303,0.0000057,-0.0000438,0.0000145,-0.00000716,-0.0000205,-0.0000259,-0.0000367,-0.0000418,-0.00000417,-0.0000229,0.00000422,0.0000137,-0.0000248,-0.0000734,-0.0000572,-0.0000231,-0.00000699,-0.0000252,-0.0000107,-0.0000391,0.0000126,0.000011,-0.0000122,-0.0000202,-0.0000796,0.0000416,-0.000477775,-0.0000436,0.0000414,-0.000022,-0.0000168,0.0000598,-0.0000261,-0.0000267,-0.0000216,0.0000826,-0.0000993,-0.0000229,0.0000261,-0.000028,0.0000178,-0.0000132,-0.0000236,-0.0000758,-0.0000243,-0.0000285,0.0000461,-0.0000511,0.0000219,-0.0000282,-0.0000719,-0.0000571,0.000000282,0.000137001,-0.0000279,-0.0000257,0.0000243,0.00000877,-0.000190499,-0.0000198,0.00000179,-0.00000545,-0.0000167,-0.0000161,0.0000101,-0.000138847,-0.000015,-0.0000308,0.00000109,0.00000323,-0.00000516,0.0000131,-0.0000221,0.000182359,0.0000721,0.000232187,0.000193601,0.000207386,0.000164268,0.000199577,0.000304912,0.0000633,0.00019572,0.000168494,0.00016616,0.0000777,0.000139887,0.000172475,0.0001066,0.000123881,0.000332255,0.000256087,0.000205974,0.000186737,0.000166621,0.000117576,0.000111556,0.000377335,0.00009,0.000237665,0.000066,0.000187416,0.000158831,0.000131332,0.000131044,0.0000885,0.0000235,0.0000777,0.00011086,0.0000333,0.000065,0.000147369,0.0000244,-0.0000461,-0.0000509,-0.000117671,-0.000175756,0.000071,-0.000237005,-0.000104479,-0.0000593,0.0000773,0.0000212,-0.0000426,0.0000177,0.0000359,-0.000117335,0.000073,0.0000354,-0.0000114,-0.0000513,0.0000134,0.0000385,-0.0000195,0.0000925,-0.000118361,-0.0000938,0.0000118,0.0000251,0.0000769,-0.0000266,-0.000292165,0.000037,-0.0000645,-0.0000308,-0.0000896,-0.0000426,0.00000206
CC3.SI,-0.0000114,-0.0000499,-0.0000711,-0.0000384,-0.0000303,-0.0000116,-0.0000783,-0.0000136,0.0000433,-0.0000772,0.0000153,0.0000111,0.0000275,-0.0000216,-0.00000425,-0.0000496,0.0000126,0.0000523,0.0000457,-0.0000232,-0.0000533,-0.0000272,0.0000318,-0.0000169,-0.0000032,0.00000602,0.0000115,-0.0000143,0.0000328,0.0000233,-0.0000203,-0.0001047,-0.0000509,0.000167497,-0.000103611,0.0000836,-0.0000193,0.0000365,0.0000841,-0.0000336,0.0000281,0.0000322,-0.0000111,-0.0000671,0.0000514,0.0000904,0.0000637,-0.0000279,0.0000292,0.0000206,0.0000112,-0.0000274,-0.0000562,0.000228628,0.00000372,0.0000806,0.0000474,-0.0000208,0.00000821,-0.000055,0.0000144,0.0000669,0.0000303,-0.00004,0.0000355,-0.00017971,-0.000110807,-0.0000239,-0.0000502,-0.0000386,-0.0000133,-0.0000251,-0.00000178,0.0000364,-0.0000254,0.0000208,-0.000141328,-0.00000557,0.0000546,-0.0000396,0.000196849,0.0000653,0.000209909,0.000161646,0.000156808,0.00016921,0.000103036,0.000168948,0.000109244,0.000147058,0.000153721,0.000210651,0.0000635,0.0000893,0.000156983,0.000197809,0.000159251,0.000124573,0.000190147,0.000081,0.000159853,0.000137072,0.000162511,0.000181328,0.00009,0.000391187,0.000118877,0.000152798,0.000112197,0.000089,0.000107705,0.000167889,0.000109261,0.0000912,0.000037,0.0000491,-0.000132089,0.000128505,0.000117547,0.0000693,-0.0000244,0.0000391,0.000104718,0.000127585,0.0000122,-0.00000132,0.0000111,-0.000296279,0.0000674,0.000153198,-0.0000189,0.000036,0.0000952,-0.0000231,0.000150872,0.0000368,0.0000102,-0.0000805,-0.0000239,0.000104615,0.000106125,-0.0000969,0.000142728,0.00000474,-0.0000282,0.0000374,0.00029973,-0.00000767,-0.0000874,-0.0000883,0.000203005,0.0000615,-0.000114439,0.000089,0.0000439
BS6.SI,0.00000582,-0.0000887,-0.00000783,-0.0000511,0.00000336,0.0000289,-0.0000527,0.000032,-0.0000128,-0.0000193,-0.000037,-0.00000618,0.0000152,-0.0000677,-0.0000467,-0.0000498,-0.0000557,0.00000347,0.0000597,0.0000387,-0.0000752,-0.0000769,0.000055,0.0000552,-0.00000661,-0.0000511,0.0000158,-0.00000919,-0.0000885,-0.0000645,-0.0000835,0.000045,0.0000045,-0.000590296,-0.0000184,-0.000134685,0.000200041,-0.000105445,0.000112078,-0.0000345,-0.0000519,0.0000267,0.000131351,-0.0000866,-0.0000729,-0.0000554,-0.0000643,-0.0000314,-0.0000792,-0.0000806,-0.0000572,-0.0000648,-0.0000508,0.000301473,0.0000197,-0.0000155,-0.000131478,-0.000137882,-0.0000959,0.00000294,0.0000953,-0.0000602,-0.00000357,-0.0000704,0.00000764,-0.000131305,-0.000149308,-0.000138322,0.000199895,-0.000147295,-0.0000377,-0.0000978,-0.0000891,-0.0000346,-0.000130734,-0.0000588,-0.0000703,-0.0000377,-0.00000784,-0.000120232,0.000198824,-0.0000205,0.000360412,0.000371864,0.000345192,0.0003447,0.000301199,0.000439172,0.000274996,0.000348576,0.000315147,0.000385353,0.000185325,-0.000026,0.000295842,0.000321345,0.0002784,0.00051866,0.000438011,0.000265373,0.000225045,0.000291869,0.000205365,0.000216855,0.000237665,0.000118877,0.001076715,0.0000936,0.00024348,0.000217519,0.000127979,0.000244584,0.000121934,0.000127677,-0.0000198,-0.0000828,0.0000841,-0.000127174,0.0000918,-0.0000127,-0.0000916,-0.000133481,-0.000337246,-0.0000364,-0.0000073,-0.0000496,-0.000230415,-0.000628887,-0.0000452,0.0000893,-0.0000672,-0.0000905,0.0000406,-0.000345995,-0.000091,-0.0000606,-0.00013439,-0.000240105,0.0000818,-0.000311196,0.000143578,0.0000342,-0.0000479,-0.000216213,-0.000229874,-0.0000336,0.000167212,-0.000134878,-0.000566516,-0.0000132,0.0000169,0.000130259,-0.000313926,-0.000140411,0.000468911
S59.SI,-0.00000182,0.00000952,0.00000174,0.0000231,-0.0000179,-0.0000178,0.0000312,0.0000457,-0.00000537,-0.0000658,0.000037,0.0000379,-0.0000077,-0.0000797,-0.00000266,-0.0000473,0.00000299,-0.0000202,0.0000246,-0.00002,-0.00000264,0.0000283,-0.0000123,0.0000104,0.0000277,-0.0000133,-0.0000297,-0.000024,0.0000819,-0.0000459,0.0000183,0.000147123,0.0000335,-0.0000923,0.0000557,-0.0000247,0.000317557,0.0000276,0.000195498,0.000138055,0.000187445,0.0000546,0.0000102,0.0000747,-0.00000564,0.0000508,0.0000457,-0.0000249,0.0000503,0.0000732,-0.0000409,0.000092,0.0000486,0.000541616,-0.0000308,0.00012989,-0.000012,-0.00000492,0.000189642,0.000102878,0.0000851,0.0000774,0.000123128,0.000117049,0.0000941,0.0000253,0.0000432,0.0000334,-0.001023885,-0.0000625,0.0000921,0.000101647,0.00014499,-0.00000294,-0.00013035,0.0000505,0.0000599,-0.0000381,0.000215801,-0.00000267,0.000184567,0.0000769,0.000221174,0.000194046,0.000142413,0.000242718,0.000128196,0.00023887,0.00012753,0.000209804,0.000207723,0.00023952,0.000173378,0.000126718,0.000307047,0.000231771,0.000265569,0.000263435,0.000315716,0.000142746,0.000208943,0.00015116,0.000138963,0.0000694,0.000066,0.000152798,0.0000936,0.000595689,0.00014371,0.000145724,0.000190492,0.000117636,0.000109908,0.00016685,0.0000754,0.000185716,0.0000108,-0.00008,-0.0000166,0.0000781,-0.000148001,0.0000565,-0.000130322,0.000165117,0.000257916,-0.000106604,0.000148945,-0.000538758,-0.0000455,0.000267987,0.0000474,-0.0000104,0.0000326,0.000164455,0.0000828,0.000116149,0.0000693,-0.0000688,-0.000119123,0.00000546,0.000143777,-0.0000897,-0.0000398,0.00000813,0.0000185,0.0000126,-0.0000519,-0.0000215,0.0000352,-0.000110808,-0.0000294,-0.000115549,-0.0000603,0.000102754,-0.0000691
C52.SI,-0.0000406,-0.0000747,0.0000298,-0.0000763,-0.000106827,-0.0000207,-0.0000895,-0.000051,-0.0000323,-0.000101125,-0.000053,-0.000122322,-0.0000432,-0.0000529,-0.000138927,-0.0000889,-0.0000229,-0.0000263,-0.00000708,-0.0000333,-0.000186392,-0.00000467,-0.00000513,-0.0000175,-0.0000825,-0.0000697,0.0000149,-0.0000496,-0.0000172,-0.0000564,0.0000531,0.0000246,0.0000946,-0.000370896,0.000231228,0.00000218,0.0000522,0.00000384,0.000140867,0.0000775,-0.0000229,0.000110644,-0.0000992,-0.00000141,-0.0000176,-0.0000136,-0.0000278,-0.0000455,0.0000338,0.0000324,-0.0000959,0.000166939,0.000013,0.000169037,-0.000103477,0.0000133,-0.000111551,-0.0000136,-0.00000551,0.0001161,0.0000718,-0.0000254,0.000049,0.0000637,-0.0000293,-0.00000367,0.0000135,0.0000276,0.000270029,0.0000301,-0.0000377,0.0000567,-0.0000209,-0.0000882,-0.000157012,0.0000409,0.0000952,-0.00000431,-0.0000399,-0.0000467,0.000243009,0.000105826,0.000254336,0.000207712,0.000233204,0.000232474,0.000212211,0.000248311,0.00013888,0.000222822,0.0002407,0.000332065,0.000130075,0.0000918,0.000269099,0.000122755,0.000315106,0.000269147,0.000220967,0.000192786,0.000176655,0.000163089,0.00017407,0.0000878,0.000187416,0.000112197,0.00024348,0.00014371,0.0006994,0.000323159,0.000194855,0.000227001,0.000157215,0.0000432,-0.00000507,-0.0000281,-0.000058,-0.0000408,-0.000115048,0.0000652,-0.00013338,-0.0000293,-0.000205839,0.000893797,0.000211375,-0.000242578,-0.00016388,-0.000482588,-0.000134533,0.000393447,-0.00000726,-0.0000705,0.0000132,-0.000287461,0.0000992,-0.0000613,-0.0000445,-0.000223417,0.000038,0.000064,-0.000115199,-0.0000596,0.000169646,-0.000115073,-0.0000386,-0.0000304,0.000350706,-0.000191438,-0.000265458,-0.000111146,0.0000979,0.0000497,0.0000392,-0.000178721,0.000380513
EB5.SI,0.0000142,0.0000414,0.000284519,0.0000419,0.000104375,0.0000806,0.000136783,0.000045,0.0000691,0.0000779,0.0000855,0.0000873,0.0000646,0.000134574,0.000105406,0.000180124,0.00000832,0.0000918,0.0000397,-0.0000242,0.0000638,0.000130544,0.0000454,-0.0000253,0.000000207,0.000145533,0.000130367,-0.00000379,0.000042,-0.00000441,0.000210607,0.000128802,0.000138126,-0.000464887,-0.000282153,0.0000421,-0.00027934,0.000118289,0.000162542,0.00000617,0.000150311,0.000289233,-0.00000831,-0.0000392,0.0000955,0.000107346,0.0000864,0.000215955,0.000159175,0.0000168,-0.0000554,0.00028505,0.000129272,0.000434475,0.000126929,-0.0000816,-0.0000818,0.000075,0.0000203,0.000133763,0.000186167,-0.0000523,-0.000217819,0.000110027,0.0000979,-0.000620849,-0.0000763,0.0000369,-0.000263895,-0.00000597,0.000261504,0.0000421,0.0000982,0.0000496,0.00000465,0.000141183,0.00025856,-0.0000583,-0.0000717,-0.000116232,0.00019676,0.000114661,0.000186137,0.000111771,0.000158364,0.000139156,0.00038864,0.000344837,0.000269574,0.000246859,0.000175081,0.000244717,0.000191221,0.0000937,0.000340317,0.0001901,0.000222721,0.000275964,0.0003052,0.000790554,0.000280489,0.000237437,0.000266645,0.00020038,0.000158831,0.000089,0.000217519,0.000145724,0.000323159,0.001672654,0.000154328,0.000160974,0.000232198,0.000190355,0.000305294,-0.000114622,0.0000645,0.000228562,0.000108966,0.000424916,0.000155335,0.000176077,0.000195369,-0.000342186,0.000530556,0.000146217,0.000132145,0.000210862,0.00012313,-0.000180023,0.000200414,0.000266759,0.000293056,0.000121454,0.000490032,0.000186306,0.000203219,0.0000333,0.000428145,0.000214402,0.00027243,0.000398254,0.00018179,0.0000575,0.000171964,0.00022315,0.000236962,0.000479682,-0.000127189,-0.000259173,0.000403464,0.000118731,0.000144619,0.000204514,0.000498498
S08.SI,-0.0000161,-0.0000526,-0.0000066,0.0000424,-0.0000573,-0.0000691,-0.0000496,-0.0000424,-0.0000246,-0.0000798,-0.000055,0.00000961,-0.0000195,-0.0000555,-0.0000795,-0.0000723,0.00000135,-0.00000475,0.0000186,-0.0000291,-0.0000397,0.0000636,-0.0000148,-0.00000579,-0.00000571,-0.0000444,-0.0000662,-0.000022,0.0000195,-0.0000673,-0.00000194,-0.000104698,-0.0000122,-0.000520281,0.0000442,-0.00000724,0.000097,-0.0000499,0.0000849,-0.0000329,0.000167149,0.0000178,0.0000407,-0.0000707,-0.00009,0.0000226,0.000106961,-0.0000921,0.00000112,-0.0000193,-0.000165748,0.000139848,0.0000204,0.000579409,-0.0000193,-0.0000149,-0.00011283,-0.0000968,-0.0000107,0.0000773,0.000124862,-0.0000117,-0.0000108,0.0000179,0.000157213,-0.00000804,-0.0000502,-0.0000633,-0.00023374,0.0000128,0.000102381,-0.0000584,0.0000367,-0.000113404,-0.000137462,0.000038,-0.0000544,-0.0000801,0.0000665,-0.00003,0.000227888,0.0000153,0.000233385,0.000255787,0.000221778,0.000166298,0.000167875,0.000252695,0.000149522,0.000248035,0.000123621,0.000248203,0.0000989,0.00015727,0.000302931,0.000163782,0.000232018,0.000295557,0.000279308,0.0000709,0.000199979,0.000128848,0.0000988,0.000134555,0.000131332,0.000107705,0.000127979,0.000190492,0.000194855,0.000154328,0.000689243,0.000124471,0.000138048,0.0000802,0.00000608,0.000179122,-0.0000322,-0.000138378,-0.000244011,-0.0000984,-0.0000708,-0.0000253,-0.000214563,0.000875303,0.000129569,-0.000127935,-0.0000738,0.0000342,0.0000279,0.000142138,-0.0000324,-0.0000397,0.0000115,-0.0000493,0.0000795,0.0000206,-0.000116715,-0.000197973,-0.0000287,0.000302189,-0.0000199,-0.000038,0.0000838,-0.0000507,0.0000443,-0.0000921,0.000107269,0.0000163,-0.0000771,0.0000675,0.0000595,-0.000321486,0.0000971,0.0000556,0.000368482
T82U.SI,-0.0000105,-0.0000913,-0.0000756,-0.0000493,-0.000021,-0.00000138,0.0000114,0.000026,0.0000553,-0.0000044,0.0000237,0.000015,0.0000141,0.00000758,-0.00000943,-0.0000432,0.0000218,0.0000123,0.0000468,0.0000126,0.000000486,0.0000138,0.0000657,0.0000107,0.00000776,0.00000194,-0.0000267,0.0000282,0.0000299,0.0000129,0.0000293,-0.0000187,0.0000398,-0.000108241,0.000163221,0.0000329,-0.000135926,0.000150097,0.0000039,0.000035,-0.0000576,0.000108659,0.00000322,-0.0000216,0.0000155,0.000111657,0.0000882,-0.0000447,0.0000522,-0.000000294,-0.0000257,0.000134976,0.000116935,0.000000661,-0.00000243,-0.0000514,-0.000120383,-0.0000576,0.0000479,0.000141719,0.0000881,0.000123201,0.0000645,0.0000642,0.000054,-0.000126232,-0.0000741,-0.0000456,0.000429114,-0.0000865,0.000112187,-0.0000165,0.0000711,0.0000133,-0.0000525,0.0000284,0.0000504,-0.0000284,0.0000539,-0.0000638,0.000240391,0.0000974,0.000310315,0.000210206,0.000262341,0.000227525,0.000192247,0.000249833,0.000214811,0.000202978,0.000411918,0.000317695,0.000159405,0.000136308,0.000253072,0.000225576,0.00024906,0.00034318,0.000269164,0.000187344,0.00036192,0.000221946,0.000294989,0.000323293,0.000131044,0.000167889,0.000244584,0.000117636,0.000227001,0.000160974,0.000124471,0.000565405,0.000213549,0.0000825,-0.0000194,-0.0000732,-0.000191963,0.0000244,-0.000226695,0.0000244,-0.0000815,-0.00000771,-0.000203107,0.000335839,0.000148233,-0.0000508,-0.00000933,-0.000253251,-0.0000596,0.000225258,0.0000288,0.00000825,0.0000735,-0.0000597,0.000166409,0.0000397,0.0000205,-0.0000517,0.0000595,-0.000144549,0.00000583,-0.0000493,0.0000414,-0.0000761,0.0000496,0.0000272,0.0000696,0.0000517,-0.000105215,-0.000129502,-0.0000438,0.00012322,-0.0000415,0.0000349,0.0000145
