N/A,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,NSE:ACC,NSE:ADANIPORTS,NSE:AMBUJACEM,NSE:ASIANPAINT,NSE:AXISBANK,NSE:BAJAJ-AUTO,NSE:BANKBARODA,NSE:BHARTIARTL,NSE:BHEL,NSE:BOSCHLTD,NSE:BPCL,NSE:CAIRN,NSE:CIPLA,NSE:COALINDIA,NSE:DRREDDY,NSE:GAIL,NSE:GRASIM,NSE:HCLTECH,NSE:HDFC,NSE:HDFCBANK,NSE:HEROMOTOCO,NSE:HINDALCO,NSE:HINDUNILVR,NSE:ICICIBANK,NSE:IDEA,NSE:INDUSINDBK,NSE:INFY,NSE:ITC,NSE:KOTAKBANK,NSE:LT,NSE:LUPIN,NSE:M&M,NSE:MARUTI,NSE:NTPC,NSE:ONGC,NSE:PNB,NSE:POWERGRID,NSE:RELIANCE,NSE:SBIN,NSE:SUNPHARMA,NSE:TATAMOTORS,NSE:TATAPOWER,NSE:TATASTEEL,NSE:TCS,NSE:TECHM,NSE:ULTRACEMCO,NSE:VEDL,NSE:WIPRO,NSE:YESBANK,NSE:ZEEL,Z74.SI,S58.SI,U14.SI,D05.SI,O39.SI,U11.SI,F34.SI,BN4.SI,H78.SI,G13.SI,C07.SI,C31.SI,C6L.SI,Y92.SI,MC0.SI,C09.SI,S63.SI,S51.SI,U96.SI,E5H.SI,C61U.SI,S68.SI,C38U.SI,A17U.SI,T39.SI,CC3.SI,BS6.SI,S59.SI,C52.SI,EB5.SI,S08.SI,T82U.SI,K71U.SI,N03.SI,JOBS,ATV,ACTS,GRO,AMCN,ACH,ATAI,BIDU,CYOU,CPC,STV,DL,CEA,JRJC,LFC,CMM,CHL,CEO,SNP,ZNH,CNTF,CHA,CHU,CISG,CTRP,EJ,GSH,HNP,JASO,NTES,EDU,PTR,SOL,SHI,NCTY,TCM,TSL,VISN,XIN,YZC,YGE
F34.SI,0.0000565,-0.0000391,-0.0000509,-0.00000766,0.0000925,0.0000153,-0.0000238,-0.0000123,0.0000297,0.0000327,0.0000166,0.0000292,0.0000283,-0.0000286,0.000101328,0.0000199,-0.0000101,0.0000238,0.0000238,-0.0000232,-0.0000973,0.0000182,-0.00000307,-0.0000106,-0.00000348,0.0000621,-0.0000145,0.00000788,0.0000348,-0.0000143,0.0000443,0.0000642,0.000137372,-0.000319291,-0.000133439,0.0000962,-0.00000821,0.000136633,0.000176086,0.000032,0.00000414,0.000210262,0.0000488,-0.0000397,-0.0000513,0.000147956,0.000013,0.000112424,0.0000374,0.0000205,0.0000161,0.0000534,0.0000686,0.000313422,0.0000594,0.0000258,-0.0000252,-0.000000623,-0.000032,0.0000882,0.0000901,0.000000259,0.0000428,0.000105257,0.0000208,0.0000244,-0.0000283,0.0000111,0.0000791,-0.0000743,0.0000526,0.0000453,0.00000348,0.000114198,-0.0000749,0.0000582,0.000108489,0.0000775,0.0000195,-0.00000596,0.000191057,-0.0000392,0.000314651,0.000255667,0.000245733,0.000247052,0.000682859,0.000341241,0.000176787,0.000306904,0.000330192,0.000359314,0.000139643,0.0000795,0.000300631,0.000319305,0.000221004,0.000435059,0.00036184,0.000374802,0.000221776,0.000232925,0.000148366,0.00016907,0.000199577,0.000103036,0.000301199,0.000128196,0.000212211,0.00038864,0.000167875,0.000192247,0.000162607,0.000113795,0.0000612,-0.000148261,0.0000103,-0.0000323,0.0000337,0.000162451,-0.0000377,-0.000106506,-0.0000863,0.00029032,0.000309417,-0.000101091,-0.00024329,-0.000370062,0.00000169,0.000211526,0.0000518,0.000036,0.000068,-0.000169729,0.00023987,0.0000948,0.0000464,-0.0000929,0.00000158,0.0000738,-0.0000169,0.000116165,0.000123821,-0.0000489,-0.000108721,0.0000668,0.000509068,0.000106206,-0.0000726,0.0000197,0.000219344,-0.000159014,-0.0000668,-0.0000509,0.00056876
BN4.SI,-0.0000388,-0.0000628,-0.0000973,-0.0000607,-0.000117012,-0.0000655,-0.0000382,-0.0000189,-0.000076,-0.000102441,-0.00000945,-0.0000548,-0.0000745,-0.0000396,-0.0000258,-0.000062,-0.0000694,-0.0000302,-0.0000402,-0.0000434,-0.000235933,-0.000059,0.00000865,-0.0000278,-0.0000444,-0.0000406,0.00000198,-0.0000321,-0.0000255,-0.0000552,0.0000952,0.00032129,0.000293632,-0.000217861,0.0000948,0.0000619,0.000109991,-0.0000341,0.000168251,0.00000877,0.0000216,0.000118476,0.000188668,0.0000242,0.000106464,0.0000266,0.000125584,-0.0000126,0.0000764,0.0000299,-0.0000344,0.000187484,0.000120341,0.000403613,-0.0000474,0.000078,-0.000121277,-0.0000595,0.0000355,0.000135742,0.000141746,0.000082,0.0000973,0.0000302,0.0000605,-0.000113405,-0.0000226,-0.0000191,0.000148939,-0.000114233,0.000139539,-0.000036,0.000100844,0.0000499,0.0000318,0.000170646,0.000227419,0.00000544,0.0000844,0.0000377,0.000259327,0.0000172,0.000363617,0.000502317,0.000484898,0.000424917,0.000341241,0.001101695,0.000222252,0.000403055,0.000455609,0.000358589,0.0000844,0.000186694,0.000407385,0.000339941,0.000382486,0.001024623,0.000819499,0.000367299,0.000268992,0.000448032,0.000198987,0.000268571,0.000304912,0.000168948,0.000439172,0.00023887,0.000248311,0.000344837,0.000252695,0.000249833,0.000209568,0.0000506,0.000108148,-0.000141927,-0.000187782,-0.0000131,0.000196913,0.0000903,-0.00016164,-0.000064,-0.000159105,0.000219328,0.000162442,-0.00021386,0.0000482,-0.00016236,0.000161945,-0.000185651,-0.0000329,-0.00012087,0.0000103,0.0000171,0.000026,0.000000942,0.0000352,-0.0000993,-0.000167476,0.000107242,0.0000299,-0.00000504,0.0000443,-0.000069,-0.000196645,-0.0000422,0.000262927,0.0000992,-0.000197336,-3.23E-08,0.0000278,-0.0000669,-0.000207723,0.0000806,0.000339904
H78.SI,-0.0000114,-0.000087,-0.000136395,-0.00007,-0.00000315,-0.0000559,-0.0000453,-0.0000026,-0.0000179,-0.0000658,-0.0000156,0.00000211,-0.000081,0.00000054,-0.000026,0.00000953,0.0000198,-0.0000303,0.000033,0.00000816,0.0000444,0.0000365,0.0000492,0.0000246,-0.0000284,0.000045,0.0000661,0.0000119,-0.0000602,-0.0000363,-0.0000505,-0.0000993,0.0000226,-0.000654949,-0.000350691,-0.0000756,0.0000542,0.0000257,0.00006,-0.000149142,-0.0000464,0.000124638,-0.0000372,0.00000481,-0.00010629,0.0000491,-0.0000367,-0.0000842,0.0000519,0.0000212,-0.000212341,0.000128055,-0.0000385,0.000207792,-0.0000717,-0.0000196,-0.000207984,-0.0000327,-0.0000215,0.00000339,-0.0000731,-0.0000934,-0.0000462,-0.0000385,0.0000127,0.0000814,-0.000135209,-0.0000768,-0.0000876,-0.000178234,-0.0000096,-0.000190004,0.000110759,-0.000015,-0.0000441,0.00000709,0.000124402,-0.000197924,-0.0000221,-0.000192816,0.000208365,-0.0000103,0.000299994,0.000304665,0.000276703,0.000266297,0.000176787,0.000222252,0.000823475,0.000149216,0.000337661,0.000426963,0.000151902,0.000144192,0.000381851,0.000294549,0.000239554,0.000308156,0.000324452,0.000332565,0.000247836,0.000242589,0.000232402,0.000228442,0.0000633,0.000109244,0.000274996,0.00012753,0.00013888,0.000269574,0.000149522,0.000214811,0.000150114,0.0000614,0.0000219,-0.0000691,-0.000100373,0.0000118,0.000169949,0.00010442,0.000153983,-0.0000484,-0.000112134,-0.002030471,-0.0000789,-0.000137181,-0.0000635,-0.000173831,0.0000438,-0.000160253,0.000103779,0.0000434,0.0000483,0.0000182,0.000210328,0.000196718,0.0000947,-0.0000658,-0.0000111,0.000057,-0.0000481,-0.000125229,0.0000634,0.00000136,0.000013,0.0000301,-0.0000896,0.0000154,-0.0000232,-0.000075,0.0000128,0.000079,0.0000315,0.0000334,0.0000971
G13.SI,-0.0000331,-0.0000336,-0.000053,-0.0000224,0.00000514,-0.0000968,-0.0000303,0.00000945,-0.0000303,-0.0000379,-0.0000596,-0.0000438,-0.0000109,-0.0000135,-0.00000203,-0.0000783,-0.0000183,-0.00000272,0.00000117,-0.0000634,-0.0000331,-0.00000338,0.000041,-0.0000271,-0.0000104,-0.0000422,-0.0000132,-0.0000131,0.0000355,-0.0000423,0.0000308,0.0000585,0.0000129,-0.000517048,-0.000403137,-0.0000085,0.00015483,0.000059,0.000236675,0.0000661,0.0000261,0.0000588,0.0000447,0.0000383,-0.0000125,0.000105288,0.0000782,-0.0000728,0.000104483,0.000122802,-0.000066,0.0000362,-0.0000776,0.000135113,-0.0000103,0.000187794,-0.000136056,-0.0000726,0.000113425,0.000131724,0.0000375,0.0000759,0.000159426,0.0000808,0.0000251,0.000324051,0.0000256,0.0000386,-0.000334519,-0.0000765,0.0000664,-0.0000311,0.000063,-0.0000666,-0.000215997,0.0000548,0.000151043,-0.0000878,0.000197192,0.000000142,0.00030794,0.0000366,0.000311417,0.000331801,0.000312426,0.000319988,0.000306904,0.000403055,0.000149216,0.001002712,0.000362681,0.000461,0.000250794,0.0000395,0.00028938,0.000353575,0.000275246,0.000368553,0.000421805,0.000310804,0.000194685,0.000285078,0.000151331,0.000203184,0.00019572,0.000147058,0.000348576,0.000209804,0.000222822,0.000246859,0.000248035,0.000202978,0.000221415,0.000209325,0.0000119,0.000393886,-0.0000344,-0.000222004,-0.000130804,-0.00000955,-0.0000273,-0.000130999,-0.000265114,-0.000394658,0.000354651,-0.000147759,-0.000143759,-0.000548218,-0.000118903,0.000231789,0.0000476,-0.0000447,-0.0000975,-0.000109727,0.000082,0.0000921,0.0000719,-0.0000615,-0.0000691,-0.0000385,-0.00011306,-0.0000341,0.0000728,-0.000135456,-0.0000492,-0.0000714,0.000201525,-0.000169224,-0.0000538,-0.000160879,0.000102005,-0.000295867,-0.000461597,-0.0000891,0.000219685
C07.SI,0.0000511,-0.000142536,-0.000158686,-0.000103729,0.0000424,-0.00000187,0.0000796,0.0000201,-0.000067,-0.00000777,0.0000281,-0.00000526,-0.0000381,-0.00000801,0.0000366,-0.000104352,-0.00000494,-0.0000439,0.0000371,-0.0000151,-0.000103604,-0.0000573,0.0000455,-0.00000938,-0.00000432,0.0000508,0.0000378,0.0000423,-0.000017,0.0000599,0.000182596,0.000232105,0.000183345,0.0000192,0.000330631,0.000058,0.000116657,0.000263361,0.000298244,0.000149834,0.000121753,0.000291596,0.000119013,0.000211013,0.000110307,0.0000349,0.000169622,0.00000956,0.0000408,0.000105634,-0.0000357,0.000338951,0.000311767,0.000028,0.0000906,0.000123009,-0.000168847,0.000124364,0.0000621,0.00018175,0.000250344,0.0000981,0.000131834,0.0000368,0.000176878,0.000484364,0.0000634,0.00000863,0.000334702,-0.000103918,0.000172768,-0.0000426,0.000042,0.0000505,-0.0000768,0.000170554,0.000336416,0.0000309,0.000392242,0.0000236,0.000323793,-0.000021,0.000478748,0.000342129,0.000377076,0.000459544,0.000330192,0.000455609,0.000337661,0.000362681,0.001520686,0.0005281,0.000174315,0.000201961,0.000379121,0.000407566,0.000387157,0.000517272,0.000407898,0.000288878,0.000355485,0.00036658,0.00028116,0.000294184,0.000168494,0.000153721,0.000315147,0.000207723,0.0002407,0.000175081,0.000123621,0.000411918,0.000161428,0.000168847,-0.0000958,0.000204023,-0.00041013,-0.000161586,-0.00000247,0.000105921,0.000186327,0.00000833,0.00000288,-0.0000179,0.0000216,-0.000486247,-0.000271193,-0.000795284,-0.000292906,0.000240018,0.000000464,-0.000114986,0.0000129,-0.000199532,0.0000639,0.000187574,0.000158025,-0.000182866,0.0000479,-0.000101105,-0.0000606,-0.000053,0.000278033,-0.0000857,-0.0000763,-0.000048,0.000410052,-0.0000898,0.000178779,-0.000418745,-0.000125783,-0.000192604,-0.000164523,-0.0000347,0.000345488
C31.SI,-0.00000533,-0.000059,-0.000164072,-0.0000767,-0.0000349,-0.0000847,-0.0000863,-0.0000274,0.00000534,-0.0000872,-0.0000268,-0.0000525,-0.0000743,-0.0000841,-0.0000518,-0.0000648,-0.0000183,-0.0000374,0.0000421,0.0000015,-0.0000904,0.0000252,0.0000259,0.0000101,-0.0000136,0.00000896,-0.0000877,0.0000226,0.00000943,-0.0000193,-0.0000118,-0.000069,-0.0000572,-0.000776516,-0.000075,0.00000218,0.000158555,0.0000858,0.000254953,0.0000202,0.0000617,0.000188717,0.0000689,0.000000917,-0.0000241,0.0000332,0.0000761,-0.000102383,0.0000384,0.0000435,-0.0000425,0.0000483,-0.000111055,0.000377095,-0.0000254,0.0000897,-0.000219318,-0.0000603,-0.0000115,0.0000198,0.000102346,0.0000602,0.0000438,0.000033,0.0000583,-0.0000565,-0.0000736,-0.0000527,0.0000633,-0.000132157,-0.0000281,-0.0000385,0.0000845,-0.0000643,-0.000145147,0.0000342,0.0000619,-0.0000434,0.0000213,0.0000059,0.000343771,0.0000787,0.000471299,0.000428143,0.000392168,0.000413138,0.000359314,0.000358589,0.000426963,0.000461,0.0005281,0.000852719,0.000225028,0.000123844,0.000520746,0.000448501,0.000386451,0.000417251,0.000457697,0.000380647,0.000343624,0.000355088,0.000302751,0.000317989,0.00016616,0.000210651,0.000385353,0.00023952,0.000332065,0.000244717,0.000248203,0.000317695,0.000271975,0.000255336,-0.00000319,0.000000258,-0.000024,0.0000749,-0.00018091,0.0000937,0.000106166,-0.000038,-0.000257024,-0.000676294,0.000206567,-0.000146292,-0.000185509,-0.000779013,-0.000317845,0.00033862,0.0000535,-0.0000372,0.0000122,-0.000161222,0.0000659,0.000153601,0.0000933,-0.000166928,-0.0000479,-0.0000114,0.00000705,-0.000204869,0.0000728,-0.000117755,-0.000101221,-0.0000422,0.000165911,-0.000115151,-0.000262662,-0.000270575,-0.0000145,-0.0000893,-0.000205739,0.0000019,0.000369641
C6L.SI,0.00000941,0.00000246,0.0000126,0.0000402,0.0000973,0.0000571,0.0000247,0.0000363,0.0000231,0.0000635,0.0000509,0.0000745,0.0000256,-0.0000209,0.00000256,0.0000158,0.0000377,0.0000375,0.0000295,-0.00000935,-0.0000123,-0.00000478,0.0000425,0.0000437,0.0000301,0.0000832,-0.0000322,0.0000021,-0.00000978,-0.00000817,-0.0000434,0.0000565,-0.0000518,-0.000314767,-0.000126516,-0.0000537,-0.0000309,0.0000405,0.00000254,0.0000441,-0.000000503,0.000103848,-0.0000791,0.0000502,0.0000234,0.0000123,-0.0000202,-0.00000881,0.0000432,0.0000568,-0.000127018,-0.00000918,0.0000113,0.0000041,-0.0000195,0.000029,-0.000044,-0.0000471,0.000064,0.0000804,0.0000742,0.000121051,0.00000648,0.0000889,0.000056,-0.000123369,-0.000000199,0.0000012,0.000334238,-0.000016,0.0000498,0.0000238,-0.000000606,-0.000042,-0.0000699,-0.0000261,0.000118945,-0.0000609,0.0000744,0.00000432,0.000211606,0.0000377,0.00020496,0.000194736,0.000168046,0.000193929,0.000139643,0.0000844,0.000151902,0.000250794,0.000174315,0.000225028,0.000466764,0.0000291,0.000181598,0.000208429,0.000148935,0.0000839,0.000152749,0.000107838,0.000172685,0.000197615,0.000174543,0.000135793,0.0000777,0.0000635,0.000185325,0.000173378,0.000130075,0.000191221,0.0000989,0.000159405,0.0000911,0.000219684,0.0000554,0.000286395,-0.000118839,0.00000654,0.0000322,0.000129294,-0.000143947,0.0000112,-0.00012095,-0.000589652,0.000317125,0.0000467,-0.0000587,-0.000125929,0.0000767,0.000165537,0.000059,0.000117109,0.0000705,-0.00000049,0.000164299,0.000102486,0.0000596,-0.000113655,0.0000678,-0.00000283,0.0000882,-5.57E-08,0.00012679,0.0000375,0.000017,0.00010516,-0.0000116,-0.0000542,0.0000702,-0.0000594,0.0000258,0.000376255,-0.00000209,0.0000236,0.000125168
Y92.SI,0.0000674,-0.000135278,0.0000902,-0.0000516,0.0000775,-0.0000448,0.0000281,-0.0000459,-0.0000284,-0.0000216,-0.00000756,0.0000415,0.0000436,0.0000954,-0.000112992,0.000104726,0.0000629,0.0000321,0.000106937,0.0000268,0.0000671,0.0000892,0.0000105,0.0000289,-0.0000184,0.0000638,0.000102401,0.0000376,0.000041,-0.0000883,-0.00000928,0.00016821,0.0000718,-0.000215831,-0.000200047,-0.0000975,0.000235809,0.0000604,-0.0000578,-0.000238979,0.0000321,0.000120431,-0.0000649,-0.000141565,-0.0000908,-0.000118189,0.000043,-0.0000967,-0.000163963,-0.0000582,-0.000147835,-0.0000488,0.000128208,-0.0000371,0.0000837,-0.0000295,-0.000123563,-0.00000797,-0.0000072,-0.0000507,0.000113554,0.0000693,-0.0000834,-0.000128105,0.000129617,0.000177214,-0.000106462,-0.000102456,-0.000190021,-0.000144057,-0.0000193,-0.0000186,0.0000603,-0.000099,-0.000158273,0.0000151,0.0000669,0.0000116,0.000115453,-0.000170146,0.0000967,0.0000145,0.000179354,0.000221041,0.000159878,0.000154618,0.0000795,0.000186694,0.000144192,0.0000395,0.000201961,0.000123844,0.0000291,0.001435081,0.00028288,0.000110799,0.000181318,0.000185968,0.000164323,0.000154096,0.000191065,0.0000968,0.000173217,0.000228168,0.000139887,0.0000893,-0.000026,0.000126718,0.0000918,0.0000937,0.00015727,0.000136308,0.000141942,0.0000438,0.000268203,0.000104213,0.0000447,0.000204936,0.0000936,0.000197384,0.0000714,0.000274958,-0.0000868,0.001148842,0.000187946,0.000188988,0.0000568,0.000179317,0.0000579,0.000450104,0.0000429,0.0000314,0.000152086,0.0000122,0.000634731,0.000102276,-0.0000429,0.0000132,0.000102268,0.000418001,-0.000132394,0.0000308,0.000160214,-0.0000234,0.000294821,0.0000614,0.000149234,0.000303893,0.0000502,0.000186081,0.000011,0.000420906,0.000262418,0.000216327,0.000391928
MC0.SI,0.0000339,0.0000245,-0.00000308,-0.0000455,-0.0000158,-0.0000387,-0.0000353,-0.0000339,0.0000829,-0.0000486,0.000011,0.00000803,0.0000441,-0.0000271,-0.000042,-0.0000246,0.0000252,0.0000739,0.0000379,-0.000031,0.0000561,0.0000889,-0.0000138,0.0000675,0.0000133,0.0000449,-0.0000404,-0.0000315,0.0000622,0.0000169,-0.0000822,-0.0000809,0.0000794,-0.000629799,0.000275689,-0.0000942,0.000178226,-0.0000582,0.000321918,-0.0000179,0.0000305,0.000119729,0.0000568,0.0000173,-0.0000883,-0.000105501,-0.00000917,-0.0000499,0.0000251,0.00000938,-0.000129857,0.0000738,0.0000686,0.000310944,-0.000196616,0.000152471,-0.000131671,-0.0000419,0.0000123,0.0000282,0.0000274,0.0000586,-0.0000172,0.00000659,0.000115027,0.000118005,-0.000110795,-0.0000322,-0.000278715,-0.00016404,-0.00000126,-0.0000923,0.000158952,-0.000103034,-0.000163738,0.0000132,0.00000588,-0.0000594,-0.00000866,-0.000182599,0.000272047,0.0000844,0.000485147,0.00043038,0.00034829,0.000364605,0.000300631,0.000407385,0.000381851,0.00028938,0.000379121,0.000520746,0.000181598,0.00028288,0.00099659,0.000417535,0.000386725,0.000464182,0.000534515,0.000422062,0.000323623,0.000293375,0.000298562,0.000262304,0.000172475,0.000156983,0.000295842,0.000307047,0.000269099,0.000340317,0.000302931,0.000253072,0.000296631,0.000204382,0.000104982,0.0000536,-0.00000626,0.00000921,0.000100055,0.000161181,0.000186692,0.0000384,-0.00026908,-0.000799468,0.000214031,-0.000159899,0.000174749,-0.000402069,-0.000099,-0.000155673,0.0000685,0.0000738,0.0000756,0.000190358,0.000168988,0.00020901,0.0000521,-0.000107516,0.0000103,0.0003533,0.000155023,0.0000201,0.000263597,0.0000261,0.000123025,0.0000366,0.000146281,-0.0000285,-0.000487187,-0.0000766,0.000189592,0.000138403,-0.0000674,0.000228598,0.000404321
C09.SI,-0.0000238,-0.0000974,-0.000101114,-0.0000339,-0.000027,-0.00000771,-0.0000335,-0.0000089,0.0000289,0.00000917,0.0000388,-0.0000115,-0.0000529,-0.000053,0.0000715,-0.0000242,-0.00000609,-0.0000527,0.0000269,0.00000414,-0.00000686,-0.0000243,0.0000237,0.0000375,-0.000000202,0.0000294,-0.0000518,0.0000204,-0.0000224,-0.0000252,-0.000100446,-0.0000181,-0.0000439,-0.000488123,0.000105491,-0.0000231,-0.0000428,0.0000261,0.000247033,0.0000919,-0.0000379,0.000149763,0.0000476,0.0000247,-0.0000097,0.00013519,0.0000283,0.0000157,0.00014364,0.0000872,-0.000014,0.000189689,-0.0000311,0.000431387,-0.000184195,0.000120342,-0.0000102,-0.0000871,0.00000813,0.0000965,0.0000888,0.000154434,0.000117709,-0.0000277,0.0000856,0.000035,-0.0000931,-0.0000173,0.000149365,-0.000115248,0.000102522,0.0000519,0.000220931,0.0000172,-0.00015061,0.000012,0.000248369,-0.0000025,0.00018054,-0.000114132,0.000220862,0.0000567,0.000383384,0.00038023,0.000345855,0.000326411,0.000319305,0.000339941,0.000294549,0.000353575,0.000407566,0.000448501,0.000208429,0.000110799,0.000417535,0.000797602,0.000335453,0.000404632,0.000456229,0.000239866,0.000260435,0.000323684,0.000212911,0.000205552,0.0001066,0.000197809,0.000321345,0.000231771,0.000122755,0.0001901,0.000163782,0.000225576,0.000146294,0.000145054,-0.0000448,-0.000123057,0.000011,-0.000129412,0.0000725,0.000236906,-0.0000819,-0.0000902,-0.00011898,-0.000767619,0.000160737,-0.000137281,-0.0000871,-0.000384196,-0.0000859,0.000412486,0.0000874,0.0000581,0.0000951,-0.000113265,-0.0000856,0.000165651,0.00011512,-0.000134717,-0.00019135,0.0000706,0.0000743,-0.000108396,0.0000952,-0.0000024,-0.0000526,0.0000647,0.0000735,-0.0000508,-0.000132762,-0.000384476,0.0000933,0.000786078,-0.000409681,0.000142481,0.00032509
S63.SI,0.0000251,-0.000108769,-0.0000451,-0.0000313,-0.000026,0.0000208,0.00000722,0.000000701,0.0000225,-0.0000513,0.0000182,-0.0000154,-0.0000485,-0.0000338,-0.000111618,-0.0000531,-0.00000388,-0.0000395,0.0000473,0.000013,-0.0000325,0.000074,0.0000518,0.0000218,-0.0000242,0.000038,-0.000012,-0.0000124,-0.000025,-0.0000307,-0.0000319,0.0000188,-0.00000243,-0.000398755,0.000213098,-0.000104052,0.0000572,0.0000266,-0.0000585,-0.0000258,0.0000227,0.0000198,-0.0000493,-0.0000134,-0.000104825,-0.0000633,-0.0000416,-0.000106929,-0.0000335,-0.0000721,-0.0000994,-0.0000305,-0.0000125,0.0000348,-0.000141479,-0.0000529,-0.000136978,-0.000079,-0.0000281,0.0000637,0.0000592,-0.00000433,-0.0000595,-0.0000539,0.0000194,0.00000328,-0.000120855,-0.000110812,-0.000385693,-0.000133146,-0.0000998,-0.0000984,-0.0000336,-0.000119904,-0.000253419,0.0000142,-0.0000651,-0.0000694,-0.000067,-0.0000459,0.000264692,0.0000572,0.000335362,0.000348339,0.000352618,0.000379643,0.000221004,0.000382486,0.000239554,0.000275246,0.000387157,0.000386451,0.000148935,0.000181318,0.000386725,0.000335453,0.000699501,0.000475503,0.000426577,0.000315219,0.000232145,0.000244518,0.000227338,0.000188039,0.000123881,0.000159251,0.0002784,0.000265569,0.000315106,0.000222721,0.000232018,0.00024906,0.000139117,0.000120237,-0.0000268,-0.000125596,-0.000205062,-0.000217291,-0.0000687,0.000146368,-0.0000379,-0.0000388,-0.000193446,0.000300719,0.0000971,-0.000131135,-0.0000529,-0.0000326,-0.0000855,0.000279745,0.00000496,-0.0000258,0.0000727,-0.000033,0.000149239,0.0000504,0.0000125,-0.0000458,-0.0000389,0.0000676,-0.0000248,0.0000197,0.000109753,-0.0000649,-0.0000156,0.0000135,0.0000418,-0.000100623,-0.000152387,-0.0000748,-0.000100151,0.000119774,-0.0000766,-0.0000115,0.000133605
S51.SI,0.0000275,-0.0000851,-0.000175419,0.00000609,-0.0000983,-0.0000259,-0.0000172,0.0000394,-0.0000218,-0.000132525,0.0000111,-0.00000623,-0.0000596,-0.00004,-0.0000859,-0.0001421,0.00000536,-0.0000268,0.00000912,-0.0000776,-0.000201269,-0.0000337,-0.00000687,0.0000505,1.42E-08,-0.0000188,0.0000114,0.00000596,-0.0000184,-0.0000345,0.000202909,0.000426956,0.0004627,-0.000489249,0.0000446,0.0000732,0.000160146,0.0000904,0.000107246,0.000037,0.0000207,0.000138873,0.000267773,-0.000150684,0.000200405,0.000107608,0.000151766,0.0000461,0.000115832,0.0000245,-0.0000787,0.000168369,0.000203682,0.000267177,0.000123698,-0.00000121,-0.0000372,0.0000378,0.0000454,0.000322211,0.000197341,0.000204351,0.000122069,0.0000777,0.000139191,0.000435532,-0.00000592,0.0000218,0.000140101,-0.0000453,0.000180584,-0.0000596,0.0000295,0.000107356,0.0000272,0.000282847,0.000176283,0.0000597,0.000116146,0.0000704,0.000281307,0.0000594,0.000473176,0.000566915,0.000554015,0.000490446,0.000435059,0.001024623,0.000308156,0.000368553,0.000517272,0.000417251,0.0000839,0.000185968,0.000464182,0.000404632,0.000475503,0.001650828,0.001009264,0.000451692,0.000328794,0.000440715,0.000256257,0.000280068,0.000332255,0.000124573,0.00051866,0.000263435,0.000269147,0.000275964,0.000295557,0.00034318,0.000176359,0.0000812,0.0000341,-0.000212259,0.0000167,0.000177268,0.000137807,-0.0000383,-0.000155423,-0.000117913,-0.000314165,0.0000984,0.000165793,-0.0000136,0.000234142,-0.000234334,0.0000726,-0.000495995,0.0000126,-0.000148225,-0.0000361,0.000163022,0.000034,0.0000359,0.0000585,0.0000103,-0.000144843,0.0000793,-0.0000994,0.000107709,-0.000212156,-0.000135551,-0.000203288,0.0000376,0.000140753,0.000051,-0.0000984,0.0000567,-0.00028799,0.000641147,-0.000224245,-0.0000954,0.000322328
U96.SI,-0.00000668,-0.0000941,-0.000116968,0.0000123,-0.0000862,-0.0000758,-0.0000564,0.0000224,-0.00000554,-0.000150614,-0.0000311,-0.0000461,-0.0000735,-0.0000612,-0.0000187,-0.0000925,-0.0000242,-0.0000614,0.000000574,-0.0000552,-0.0000694,0.0000258,-0.0000342,0.0000579,-0.000019,0.0000381,0.0000366,-0.0000339,-0.0000327,0.00000647,0.0000228,0.000154774,0.000265855,-0.000753287,0.0000652,-0.00000618,0.000138671,-0.0000252,0.000461384,0.0000414,0.000032,0.000158083,0.0000654,0.000000231,0.000000998,0.0000472,0.000104435,0.0000874,0.000073,0.0000593,-0.0000646,0.000216933,0.000103483,0.000316403,-0.000116772,0.000155791,-0.000164274,-0.0000256,0.0000442,0.000255553,0.000108941,0.000137921,0.000148425,0.0000217,0.0001434,-0.0000284,-0.0000421,-0.00000686,-0.000542493,-0.000164453,0.000108229,0.00000172,0.000125055,0.0000395,-0.0000745,0.000131589,0.000236954,-0.0000324,0.000181312,-0.0000718,0.000312546,0.0000633,0.00047419,0.000513856,0.000492284,0.000441909,0.00036184,0.000819499,0.000324452,0.000421805,0.000407898,0.000457697,0.000152749,0.000164323,0.000534515,0.000456229,0.000426577,0.001009264,0.001135056,0.000433947,0.000323483,0.000372281,0.000250855,0.000284226,0.000256087,0.000190147,0.000438011,0.000315716,0.000220967,0.0003052,0.000279308,0.000269164,0.000244673,0.000169724,-0.0000588,-0.00000217,-0.000169958,0.0000746,0.0000707,-0.0000102,-0.000117364,-0.000183133,-0.000505955,0.00000483,0.0000482,-0.000132202,0.0000718,-0.000289366,0.0000205,-0.000348932,0.0000189,-0.000115933,-0.0000484,0.000105273,0.000118654,0.0000717,0.0000127,-0.000105752,-0.00017772,-0.0000177,0.0000232,-0.000165979,-0.000014,-0.0000692,-0.000138916,-0.0000662,0.000180179,-0.0000186,-0.000160672,0.0000169,-0.0000202,0.000242772,-0.000421497,-0.0000444,0.000327669
